word	[etymology]
charlie	['Old Norse', 'Proto-Germanic', 'French Charles', 'Medieval Latin Carolus', 'Middle High German Karl']
used	['Proto-Germanic', 'PIE', 'Old French', 'Vulgar Latin', 'Anglo-French', 'Latin']
living	['Old English', 'Middle English', 'Proto-Germanic', 'PIE', 'Latin']
poverty	['Old French', 'Latin']
seemed	['Old Norse', 'Proto-Germanic', 'PIE']
impossible	['Latin', 'PIE', 'Old French']
comfortable	['Old French', 'Latin', 'Old Latin', 'PIE', 'Late Latin', 'Anglo-French']
bountiful	['Latin', 'Proto-Italic', 'Anglo-French']
until	['Old English', 'West Germanic', 'PIE', 'Old Norse', 'Proto-Germanic']
comes	['Old English', 'Proto-Germanic', 'PIE']
bring	['Old English', 'Proto-Germanic', 'PIE']
normal	['French', 'Latin', 'Late Latin']
come	['Old English', 'Proto-Germanic', 'PIE']
those	['Old English']
lost	['Old Norse', 'Proto-Germanic', 'PIE', 'Old English']
possibilities	['Latin', 'PIE', 'Old French']
want	['Old English', 'Proto-Germanic', 'PIE', 'Old Norse']
realize	['Old French', 'Latin', 'PIE', 'Spanish', 'French', 'Middle French']
grit	['Old English', 'Proto-Germanic', 'PIE']
determination	['Latin', 'PIE', 'Old French']
molly	['Mexican Spanish', 'Latin Maria', 'Greek Mariam', 'Aramaic Maryam', 'Hebrew Miryam', 'Dutch']
guides	['Old French', 'Frankish', 'Proto-Germanic', 'PIE']
epic	['Latin', 'Greek', 'PIE']
step	['Old English', 'Proto-Germanic', 'PIE', 'West Germanic']
ahead	['Old English', 'Proto-Germanic', 'PIE']
authorities	['Old French', 'Latin', 'PIE', 'Scripture']
miles	['Old English', 'West Germanic', 'Latin']
outback	['Old English', 'Proto-Germanic', 'PIE']
continent	['Old French', 'Latin']
feel	['Old English', 'Proto-Germanic', 'PIE']
responsible	['Old French', 'Latin', 'Greek', 'PIE']
flag	['Old Norse', 'Proto-Germanic', 'Old Norse', 'Scandinavian', 'Dutch']
monday	['Old English', 'Proto-Germanic', 'PIE']
ceremony	['Old French', 'Medieval Latin', 'Latin']
doctor	['Old French', 'Medieval Latin', 'PIE']
virus	['Latin', 'PIE']
woo	['Old English']
girl	['Proto-Germanic', 'PIE']
somehow	['Old English', 'Proto-Germanic', 'PIE', 'Native American']
realizing	['Old French', 'Latin', 'PIE', 'Spanish', 'French', 'Middle French']
fallen	['Old English', 'Proto-Germanic']
none	['Old English', 'Proto-Germanic', 'PIE']
sister	['Old English', 'Proto-Germanic']
inhabit	['Proto-Indo-European', 'Old French', 'Latin']
short	['Old English', 'Proto-Germanic', 'PIE']
time	['Old English']
later	['Old English']
maine	['U.S.', 'French Maine']
woods	['Old English', 'Proto-Germanic', 'PIE', 'Danish', 'Old Norse O']
vicious	['Anglo-French', 'Latin']
storm	['Old English', 'Proto-Germanic', 'PIE', 'Germanic']
more	['Old English', 'Proto-Germanic', 'PIE', 'Middle English']
ominous	['Latin', 'Old Latin']
enthusiastic	['Middle French', 'Late Latin', 'Greek', 'God']
road	['Old English', 'Proto-Germanic', 'PIE']
roadside	['Old French', 'Vulgar Latin', 'Latin', 'Anglo-French', 'French', 'PIE', 'Old English', 'Proto-Germanic']
obstacles	['Old French', 'Latin', 'PIE']
threaten	['Old English', 'Proto-Germanic', 'PIE']
prevent	['Latin']
competition	['Old French', 'Latin', 'PIE', 'Middle French', 'Late Latin']
gets	['Old English', 'Old Norse', 'Proto-Germanic', 'PIE']
trouble	['Old English', 'Proto-Germanic', 'PIE', 'Germanic', 'Latin', 'Greek', 'Old French', 'Vulgar Latin', 'Late Latin']
police	['Middle French', 'Latin', 'Greek']
simon	['Latin', 'Greek Symeon', 'Hebrew']
death	['Old French', 'Latin', 'Old Danish', 'Proto-Germanic', 'PIE', 'Old English']
wish	['Old English', 'Proto-Germanic', 'PIE']
help	['Old English', 'Proto-Germanic', 'PIE']
travels	['Old English', 'Proto-Germanic', 'Old French', 'Vulgar Latin', 'Latin']
new	['Old English', 'Proto-Germanic', 'PIE']
owen	['Celtic', 'Greek']
overcome	['Old English', 'Proto-Germanic', 'PIE', 'Charles Tindley']
enemy	['Old French Amee', 'Latin', 'Old French']
adept	['Latin', 'PIE']
technological	['Greek']
witchery	['Old English']
curse	['Old French', 'Old English']
marks	['Proto-Germanic', 'PIE', 'Old Norse']
destiny	['Latin', 'PIE', 'Old French']
less	['French', 'Latin', 'PIE', 'Spanish', 'American English']
ordinary	['French', 'Old French', 'Latin', 'Late Latin', 'Italic']
encounter	['Old French', 'Late Latin', 'Latin']
herb	['Proto-Germanic', 'PIE', 'Old French', 'Latin']
mischievous	['Old French', 'Vulgar Latin', 'Latin']
malevolent	['Old English', 'Proto-Germanic', 'Middle French', 'Latin']
geek	['Dutch']
call	['Old Norse', 'Proto-Germanic', 'PIE']
themselves	['Middle French', 'Late Latin', 'Greek', 'Old English', 'Proto-Germanic', 'PIE']
d	['Greek', 'Phoenician']
b	['Medieval Latin', 'Late Latin', 'Greek', 'Hebrew/Phoenician']
starts	['Old English', 'Proto-Germanic', 'PIE']
send	['Old French', 'Latin', 'PIE', 'Old English', 'Proto-Germanic']
stormy	['Old English', 'Proto-Germanic', 'PIE', 'Germanic']
night	['Old English', 'Proto-Germanic']
leads	['West Germanic', 'Proto-Germanic', 'PIE']
informants	['Old French', 'Latin']
turn	['Anglo-French', 'Latin', 'Old French', 'Greek', 'PIE']
dead	['Old French', 'Latin', 'Old Danish', 'Proto-Germanic', 'PIE', 'Old English']
unhappy	['Old English', 'Proto-Germanic']
henry	['Old English', 'Proto-Germanic', 'PIE', 'French Henri', 'Late Latin Henricus', 'German Heinrich', 'Old High German Heimerich']
protective	['Latin', 'PIE']
cop	['Old English', 'Proto-Germanic', 'PIE', 'West Germanic', 'Middle French', 'Latin', 'Dutch', 'Old Frisian']
second	['Old French', 'Latin', 'PIE', 'Medieval Latin', 'Middle French']
part	['Old French', 'Latin', 'PIE']
trilogy	['Greek', 'PIE']
follows	['Middle English', 'Old English', 'Proto-Germanic']
man	['Old English', 'Proto-Germanic', 'PIE']
beaten	['French B', 'Latin', 'PIE', 'Middle French', 'Old English', 'Proto-Germanic']
severely	['Middle French', 'Latin', 'PIE']
amnesia	['French', 'Latin', 'Greek', 'PIE']
accident	['Old French', 'Latin', 'PIE']
survivors	['Anglo-French', 'Latin']
start	['Old English', 'Proto-Germanic', 'PIE']
dropping	['Old English', 'Proto-Germanic', 'PIE', 'Isaiah']
edgar	['Proto-Germanic', 'Germanic', 'Middle English', 'Old English', 'PIE']
intent	['Proto-Indo-European', 'Old French', 'Latin', 'PIE']
laying	['Proto-Germanic', 'Old English', 'PIE', 'French', 'Late Latin', 'Greek', 'Old French', 'Celtic']
down	['Old Norse', 'Old English', 'Proto-Germanic', 'Celtic', 'PIE']
rules	['Old French', 'Vulgar Latin', 'Latin', 'PIE']
turning	['Anglo-French', 'Latin', 'Old French', 'Greek', 'PIE']
coddled	['Anglo-French', 'Latin']
son	['Old English', 'Proto-Germanic', 'PIE']
someone	['Old English', 'Proto-Germanic', 'PIE']
bound	['Middle French', 'Old French', 'Vulgar Latin', 'Vulgar Latin', 'Old Norse', 'Proto-Germanic', 'PIE', 'Anglo-Latin', 'Medieval Latin', 'Gaulish']
red	['Old English', 'Proto-Germanic', 'PIE']
cord	['Old French', 'Latin', 'Greek', 'PIE']
forgotten	['Old English', 'Old Norse', 'Proto-Germanic', 'PIE']
sudden	['Anglo-French', 'Old French', 'Vulgar Latin']
fame	['Old French', 'Latin', 'PIE']
does	['Old English', 'Proto-Germanic', 'PIE', 'Middle English', 'West Germanic']
seem	['Old Norse', 'Proto-Germanic', 'PIE']
solve	['Old French', 'Latin', 'PIE']
everything	['Old English', 'Proto-Germanic']
no	['Old English', 'Proto-Germanic', 'PIE', 'Proto-Germanic']
option	['French', 'Latin', 'PIE']
use	['Proto-Germanic', 'PIE', 'Old French', 'Vulgar Latin', 'Anglo-French', 'Latin']
martial	['Roman', 'Latin Mars', 'Latin', 'Mars']
arts	['Old English', 'Proto-Germanic', 'PIE', 'Old French', 'Latin']
skills	['Old Norse', 'Proto-Germanic', 'PIE']
fight	['Old English', 'Proto-Germanic', 'PIE']
muscle	['Middle French', 'Latin']
dome	['French', 'Proven', 'Greek', 'PIE']
drawing	['Old English', 'Old Norse', 'Proto-Germanic', 'PIE']
kids	['Proto-Germanic']
children	['Old English', 'Proto-Germanic']
grow	['Old English', 'Proto-Germanic', 'PIE']
artist	['Old English', 'Proto-Germanic', 'PIE', 'Middle French', 'Italian', 'Medieval Latin', 'Latin']
picked	['Middle French']
brush	['Old French', 'Vulgar Latin', 'Proto-Germanic', 'Anglo-French', 'Gallo-Roman']
kidnapped	['Scandinavian']
held	['Middle English', 'Old English', 'Proto-Germanic']
exchange	['Anglo-French', 'Late Latin', 'Latin', 'Old French', 'Vulgar Latin']
priceless	['Old French', 'Late Latin', 'Latin', 'PIE']
diamonds	['Old English', 'Latin', 'Greek', 'Old French', 'Medieval Latin', 'Vulgar Latin']
leader	['West Germanic', 'Proto-Germanic', 'PIE', 'Old English']
crew	['Middle French', 'Latin']
highly	['Old English', 'Proto-Germanic']
skilled	['Old Norse', 'Proto-Germanic', 'PIE']
urban	['Latin']
thieves	['Old English', 'Proto-Germanic']
forges	['Old French', 'Latin']
unlikely	['Old English', 'Proto-Germanic', 'Old Norse']
alliance	['Old French', 'Latin']
intelligence	['Old French', 'Latin', 'PIE']
jet	['French', 'Anglo-French', 'Latin', 'Greek', 'Late Latin', 'PIE']
rescue	['Old French', 'Medieval Latin', 'Latin']
tells	['Old English', 'Proto-Germanic', 'PIE']
satirical	['Middle French', 'Latin', 'Late Latin']
wholesale	['Proto-Germanic', 'PIE']
garment	['Old English', 'Proto-Germanic', 'PIE', 'Old French', 'Frankish']
industry	['Proto-Indo-European', 'Old French', 'Latin']
shady	['Middle English', 'Proto-Germanic', 'PIE']
buck	['Old Norse', 'Proto-Germanic', 'PIE', 'Dutch']
prerequisite	['Latin', 'PIE', 'Old French', 'Vulgar Latin']
career	['Middle French', 'Old Proven', 'Vulgar Latin', 'Latin']
investigator	['French', 'Latin', 'Old French']
department	['Old French', 'Late Latin']
witnesses	['Old English']
painful	['Old French', 'Medieval Latin', 'Latin', 'Greek', 'PIE', 'Middle English']
legacy	['Old French', 'Latin', 'PIE', 'Medieval Latin']
indian	['Latin India', 'Greek India', 'Indos', 'Old Persian Hindu', 'Sanskrit', 'Late Latin', 'India']
existence	['Old French', 'Medieval Latin', 'PIE']
vietnam	['Vietnamese Viet']
tennessee	['Cherokee']
cultural	['Latin', 'PIE', 'Middle French']
differences	['Old French', 'Latin', 'PIE']
separation	['Latin', 'Old French']
toll	['Late Latin']
riveting	['Old French', 'Old French', 'Middle Dutch', 'Middle Dutch']
longing	['Middle English', 'Old English', 'Proto-Germanic']
personal	['Old French', 'Latin', 'Etruscan', 'Late Latin']
each	['Old English', 'Proto-Germanic']
weekend	['Old English', 'Proto-Germanic', 'PIE']
nothing	['Old English', 'Proto-Germanic']
hangover	['Proto-Indo-European', 'Old English', 'Proto-Germanic', 'PIE', 'Old English']
robert	['Old North French', 'Proto-Germanic']
de	['Old English', 'Old Norse', 'Proto-Germanic', 'PIE', 'Anglo-French', 'Middle English', 'West Germanic', 'Latin']
plays	['Old English', 'West Germanic', 'PIE']
therapist	['Modern Latin', 'Greek']
left	['Kentish']
apartment	['French', 'Italian', 'Latin']
six	['Old English', 'Proto-Germanic', 'PIE']
cyber	['Latin']
breakers	['Old English', 'Proto-Germanic', 'PIE']
got	['Old English', 'Old Norse', 'Proto-Germanic', 'PIE']
win	['Old English', 'Proto-Germanic', 'PIE']
dance	['Old French', 'Low Frankish', 'Spain']
final	['Old French', 'Latin', 'PIE', 'Late Latin']
reaching	['Old English', 'West Germanic', 'Proto-Germanic', 'PIE']
rival	['Latin']
excessive	['Old French', 'Latin']
live	['Old English', 'Middle English', 'Proto-Germanic', 'PIE']
passion	['Old French', 'Late Latin']
graced	['Old French', 'Latin', 'PIE']
jenny	['Old English']
thomas	['Old English', 'Proto-Germanic', 'PIE', 'Medieval Latin Theobaldus', 'Old High German Theudobald', 'Flemish', 'Old French Thibauld', 'Germanic', 'Tom', 'Greek Thomas', 'John']
wants	['Old English', 'Proto-Germanic', 'PIE', 'Old Norse']
become	['Old English', 'Proto-Germanic', 'PIE']
dancer	['Old French', 'Low Frankish', 'Spain', 'French']
engineered	['Old French', 'Late Latin']
immune	['Latin', 'PIE', 'Old French', 'French']
charisma	['God', 'PIE']
draws	['Old English', 'Old Norse', 'Proto-Germanic', 'PIE']
claire	['Latin Clara', 'French', 'Latin']
guns	['Old Norse Gunnhildr', 'PIE', 'Old Norse']
harmless	['Old Norse', 'Proto-Germanic', 'PIE', 'Old English']
dissidents	['Latin', 'PIE']
really	['Old French', 'Latin', 'PIE', 'Spanish']
trust	['Old Norse', 'Proto-Germanic', 'Proto-Germanic', 'PIE']
anyone	['Old English']
palm	['Old French', 'Latin', 'PIE']
springs	['Old English', 'Proto-Germanic', 'PIE']
white	['Old English', 'Proto-Germanic', 'PIE', 'Kipling']
backdrop	['Old English', 'Proto-Germanic', 'PIE', 'Isaiah']
circuit	['Old French', 'Latin']
parties	['Old French', 'Latin']
few	['Old English', 'Proto-Germanic', 'PIE']
questionable	['Latin', 'PIE', 'Anglo-French', 'Middle French']
actions	['Anglo-French', 'Latin']
finally	['Old French', 'Latin', 'PIE', 'Late Latin']
questioning	['Anglo-French', 'Latin', 'Middle French']
stands	['Old English', 'Proto-Germanic', 'PIE']
repeats	['Old French', 'Latin', 'PIE']
wisdom	['Middle Dutch', 'Old North French', 'Medieval Latin', 'Celtic', 'Proto-Germanic', 'Old English']
freeing	['Old English', 'Proto-Germanic', 'PIE']
posh	['Romany']
guests	['Old English', 'Proto-Germanic', 'PIE']
attracting	['Old French', 'Latin']
anna	['Hebrew', 'Latin Anna', 'Greek Anna', 'Hebrew Hannah']
spanish	['Old French Espaignart', 'Espaigne', 'Latin Hispania', 'Greek Hispania', 'Celt-Iberian', 'Old French Espaignol', 'Spaine', 'Old French Espaigne']
greek	['Greek', 'Old French Gregois', 'Old English Grecas', 'Latin Graeci', 'Greek Graikoi', 'Graii']
believing	['West Germanic', 'Old English', 'Proto-Germanic']
parent	['Old French', 'Latin', 'PIE']
bruce	['Brix']
raised	['Old English', 'Proto-Germanic']
adoptive	['French', 'Latin', 'PIE', 'Old French', 'Late Latin', 'Middle French']
identified	['Old English', 'Proto-Germanic', 'PIE', 'Middle French', 'Medieval Latin', 'Latin', 'Medieval Latin', 'French']
deserters	['Old French', 'Latin', 'Etruscan', 'Late Latin']
returned	['Anglo-French', 'Latin', 'Old French', 'Greek', 'PIE']
barracks	['French', 'Spanish', 'Celt-Iberian']
court	['Old French', 'Latin']
frances	['Medieval Latin', 'Old French', 'Old French France', 'Medieval Latin Francia', 'Francus']
break	['Old English', 'Proto-Germanic', 'PIE']
buys	['Old English', 'Proto-Germanic']
villa	['Italian', 'Latin', 'PIE']
tuscan	['French', 'Spanish', 'Latin Vascones', 'Latin Etruscus', 'Etruria', 'Italian Toscano', 'Late Latin Tuscanus', 'Tuscus']
countryside	['Old French', 'Vulgar Latin', 'Latin', 'Anglo-French', 'French', 'PIE', 'Old English', 'Proto-Germanic']
anew	['Old English', 'Proto-Germanic', 'PIE']
april	['Old French', 'Latin Aprilis']
dramatic	['Late Latin', 'Greek', 'PIE']
just	['Old English', 'Proto-Germanic', 'Middle English']
days	['Old English', 'Proto-Germanic', 'PIE']
acquittal	['Old French', 'Medieval Latin', 'Latin']
four	['Old English', 'Proto-Germanic', 'PIE']
officers	['Anglo-French', 'Latin', 'Old French', 'Medieval Latin']
beating	['French B', 'Latin', 'PIE', 'Middle French', 'Old English', 'Proto-Germanic']
black	['Old English']
subsequent	['Middle French', 'Latin']
riots	['Old French']
during	['Old French', 'Latin', 'PIE']
horrific	['Old French', 'Latin', 'PIE', 'French']
surreal	['French']
visions	['Anglo-French', 'Latin', 'PIE']
fuel	['Old French', 'Medieval Latin']
face	['Old French', 'Vulgar Latin', 'Latin']
serpent	['Old French', 'Latin', 'PIE']
strong	['Old English', 'Proto-Germanic', 'PIE']
political	['Middle French', 'Old English', 'French', 'Old French', 'Latin']
undertones	['Old French', 'Latin', 'Greek', 'PIE']
local	['Old French', 'Late Latin', 'Latin']
government	['Old French']
corruption	['Proto-Germanic', 'PIE', 'Latin', 'Old French']
hired	['Old English', 'Proto-Germanic']
snoop	['Middle Low German', 'Proto-Germanic', 'Dutch', 'West Germanic']
earth	['Old English', 'Proto-Germanic']
now	['Old English', 'Proto-Germanic', 'PIE']
radical	['Late Latin', 'Latin']
ecology	['Greek']
surrounded	['Old French', 'Latin', 'Latin', 'PIE', 'Anglo-French', 'Late Latin']
bevy	['Anglo-French', 'Old French']
adoring	['Old French', 'Latin', 'PIE']
completely	['Old French', 'Latin']
wrong	['Old Norse', 'Proto-Germanic', 'PIE']
manchester	['Old North French', 'Latin', 'Proto-Italic', 'Cestre', 'Old English Legac', 'Old English', 'Mameceastre', 'Mamucio']
pick	['Middle French', 'Old English']
messy	['Latin', 'Old French', 'Late Latin']
order	['Old French', 'Latin', 'Italic', 'Late Latin']
figure	['Old French', 'Latin', 'PIE']
guy	['Old French', 'Frankish', 'Proto-Germanic', 'PIE', 'French']
upon	['Old English', 'Proto-Germanic', 'PIE']
discovering	['Old French', 'Late Latin', 'Latin', 'PIE']
infidelity	['Middle French', 'Latin', 'French']
husband	['Old English', 'Old Norse']
amos	['Hebrew Amos']
blame	['Old French', 'Vulgar Latin', 'Late Latin']
murder	['Old English', 'Proto-Germanic', 'Old French', 'Medieval Latin']
jail	['Middle English', 'Old French', 'Medieval Latin', 'Late Latin']
hanging	['Proto-Germanic', 'PIE']
reluctant	['Latin', 'Proto-Italic', 'PIE']
daniel	['Jacob']
conscience	['Old French', 'Latin', 'PIE']
eventually	['Middle French', 'Latin', 'French']
go	['Old English', 'West Germanic', 'PIE']
awry	['Old English', 'Proto-Germanic', 'PIE']
brother	['Old English', 'Proto-Germanic', 'PIE']
returns	['Anglo-French', 'Latin', 'Old French', 'Greek', 'PIE']
prison	['Old French', 'Vulgar Latin', 'Latin']
inspired	['Old French', 'Latin']
motivated	['Old French', 'Medieval Latin', 'Latin']
day	['Old English', 'Proto-Germanic', 'PIE']
bravery	['Italian', 'French']
nobility	['Old French', 'Latin', 'PIE']
secret	['Latin']
forced	['Old French']
infiltrate	['Old French', 'Medieval Latin', 'West Germanic', 'French']
activist	['Old French', 'Latin']
movement	['Old French', 'Medieval Latin', 'Latin']
high	['Old English', 'Proto-Germanic']
profile	['Late Latin']
vigilante	['Spanish', 'Latin']
encounters	['Old French', 'Late Latin', 'Latin']
problem	['Old French', 'Latin', 'Greek']
terribly	['Old French', 'Latin', 'PIE']
ill	['Old English', 'Proto-Germanic', 'PIE', 'Middle English']
having	['Old English', 'Proto-Germanic', 'PIE']
missing	['Old English', 'Proto-Germanic', 'PIE']
chuck	['Old English', 'Proto-Germanic', 'Iceland', 'French']
discouraged	['Old French', 'Vulgar Latin', 'Latin', 'Middle French']
facing	['Old French', 'Vulgar Latin', 'Latin']
writer	['Old English', 'Proto-Germanic']
places	['Old French', 'Medieval Latin', 'Latin', 'Greek', 'PIE']
terrorist	['French', 'Latin']
attacks	['Proto-Germanic', 'PIE', 'Old Norse', 'Old English', 'Middle English', 'Old French', 'Frankish', 'French', 'Florentine Italian']
context	['Latin', 'PIE']
american	['Modern Latin Americanus', 'America']
foreign	['Old French', 'Medieval Latin', 'Latin', 'PIE']
intervention	['Middle French', 'Late Latin']
throughout	['Old French', 'Latin', 'Old English']
postwar	['Old North French', 'Frankish', 'Proto-Germanic', 'PIE']
central	['Old French', 'Latin', 'Greek', 'PIE', 'French']
